;taux_rendement_n7;loyer_m2_median_n7;y_geo;x_geo;z_geo;nb_pieces;taux;dpeL;prix_m2_vente;cluster;date
0;0.4999216844996524;-0.3739089270670571;-0.20141251786572362;0.11568181838059019;-0.29363828299719624;0.20929599252551268;-0.6248022859977492;0.23035231973827439;7.698385597801843;0;2020-01-01
1;0.4148735292139932;-0.30842445200169044;-0.07541280177512286;0.060629595179928095;-0.22121067135438;0.08647741059632172;-0.6248022859977492;0.3260302279044133;7.757195090876774;0;2020-02-01
2;0.3347783180819154;-0.42073873354787483;-0.1400459234524544;-0.047425180556281275;-0.05837292302932218;0.17123646617712637;-0.6248022859977492;0.4395457537256348;7.706037165634871;0;2020-03-01
3;0.07691767541869565;-0.5991845923327922;-0.3073471573926531;-0.17301747725804623;0.06865662140929217;0.09942417809673415;-0.6549207994076333;1.1931073516544024;7.754014683337374;0;2020-04-01
4;0.2936402480703617;-0.4327558207406953;-0.12531965612323392;0.011321000394043533;-0.08611972030884697;0.15781658547865818;-0.6172726576452783;0.6612028071723205;7.743925472688586;0;2020-05-01
5;0.17221231908308957;-0.428733733644415;-0.15747482792224005;-0.03415421231444175;-0.013095467924376944;0.12089226709862097;-0.5495060024730394;0.7905080893149387;7.790690779807117;0;2020-06-01
6;0.35445146551300855;-0.4412540345669079;-0.20212314722746602;-0.08511612875540517;-0.028847982269805564;0.15046362021653448;-0.5118578607106843;0.5808922433992322;7.7406764708485225;0;2020-07-01
7;0.43710136353910756;-0.3293065825039909;-0.11674943952191547;0.10811738531925526;-0.14135486531070604;0.15350307490632784;-0.6097430292928072;0.2668529112670543;7.729361853498735;0;2020-08-01
8;0.2764092055465487;-0.3155247829718785;-0.1475936370637004;0.10559514268622303;-0.19545636333081162;0.1165452180982266;-0.6097430292928072;0.28758842798951273;7.79900745990365;0;2020-09-01
9;0.4196325881711168;-0.3569935806005076;-0.21670684538898755;-0.011412583476259851;-0.15808698772064267;0.09815341672162664;-0.6097430292928072;0.2506531100121602;7.765598568729059;0;2020-10-01
10;0.2349155746313851;-0.311724192444186;-0.14168403778267785;0.11980314922472848;-0.21770456048843057;0.03846030775742033;-0.6097430292928072;0.2955708910977215;7.841346979197996;0;2020-11-01
11;0.3510322332444728;-0.3731909953602986;-0.13006855548738744;0.01359586666665879;-0.1076420620987047;0.13509709442325307;-0.6097430292928072;0.10321467579035874;7.75375935903484;0;2020-12-01
12;0.27335835878559855;-0.2586547992389628;-0.14068878701777082;0.10564400877186984;-0.21761175558259585;0.07936011969133931;-0.6850393128175172;0.0667690094888849;7.843033624763292;0;2021-01-01
13;0.22563966032494528;-0.30697454329849905;-0.1089934353096378;0.1403156687656886;-0.21787306973255963;0.08119977892871828;-0.7000985695224592;0.3118029891131293;7.837728299245827;0;2021-02-01
14;0.22890757243919313;-0.3516250209677615;-0.07928242313486682;0.028919515390451626;-0.13677159535643238;0.18713456361239345;-0.6850393128175172;0.22214704130088309;7.782928731515695;0;2021-03-01
15;0.11872836837993964;-0.3375781288822634;-0.02220394255667635;0.1468068963303019;-0.16832379846352585;0.11605353829558933;-0.6850393128175172;0.31806302321150337;7.850969500092586;0;2021-04-01
16;0.32192383816731845;-0.33920919795764143;-0.06867587853445496;0.07012413635794609;-0.1543698510745089;0.11785839401319245;-0.6850393128175172;0.22904655760146905;7.787657896540048;0;2021-05-01
17;0.19960156211589844;-0.3221278051099683;-0.12361111969812048;0.024733418051262925;-0.1308281042924342;0.13485382657152295;-0.6925689411699881;0.24365157728598727;7.797143706922709;0;2021-06-01
18;0.1337040657025887;-0.39127928532949924;-0.11532518547930361;0.07447250234238259;-0.13853798677898935;0.09416890462376229;-0.6925689411699881;0.32793606366395517;7.824245345356783;0;2021-07-01
19;0.2131847320264424;-0.4277788823789473;-0.2113579316627677;-0.0046890681266428804;-0.11391518330946383;0.17793242959421113;-0.7000985695224592;0.2640421642003113;7.753624090574584;0;2021-08-01
20;0.1497763897575969;-0.41542708909797604;-0.20753862961822633;-0.06329544933873997;-0.11246439146850908;0.18155272126322453;-0.7076281978749301;0.2453048423931429;7.7995104942152205;0;2021-09-01
21;0.16942622652850692;-0.3655966469036014;-0.2339407095796218;-0.05332839221372963;-0.13037264361112882;0.12254134511853387;-0.7302170829323431;0.3004824745317663;7.809111945091741;0;2021-10-01
22;0.11266999734563982;-0.40931514526943585;-0.15502821297622085;-0.001527824899300712;-0.09459099532111959;0.16794560774415565;-0.7076281978749301;0.18011753214096216;7.833149321831253;0;2021-11-01
23;0.16692669875601246;-0.3607729486031498;-0.10242945571250145;-0.004819695105610721;-0.09720795814354957;0.12139143441034794;-0.6699800561125753;0.19650423777857956;7.818548558564195;0;2021-12-01
24;0.02140758933010991;-0.3494422040151387;-0.08104552453098256;0.08851613280029322;-0.14043359976308453;0.0925055119712898;-0.6473911710551622;0.057111187185273825;7.893023095770998;0;2022-01-01
25;0.018195012425752572;-0.39999094815702985;-0.1902352025856411;-0.06680350789772221;-0.12905187699984771;0.13227115691495003;-0.760335596342227;0.16593650382120098;7.849512467551651;0;2022-02-01
26;0.06593397580858128;-0.430182712360192;-0.14421862796397697;-0.05793261241278782;-0.07659140078591412;0.1571868982633585;-0.6850393128175172;0.12427341453127737;7.822470037686908;0;2022-03-01
27;0.044503560739879634;-0.42810166433476954;-0.09685390107755744;0.006901531226160607;-0.0753638341199438;0.20686462203919467;-0.6097430292928072;0.14018892620107182;7.833269901065696;0;2022-04-01
28;0.002674386589357862;-0.45375073386347753;-0.1735571278608755;-0.10237624613054609;-0.0551984915312422;0.19488947275643115;-0.5344467457680974;0.1466252726574624;7.834213476645931;0;2022-05-01
29;-0.05124696446924885;-0.4484800626755399;-0.21462186121076504;-0.056038641964249514;-0.06780971473632294;0.2302379846482968;-0.49679860400574233;0.038702921842349934;7.859148339821841;0;2022-06-01
30;-0.0046581917533990375;-0.46605826511716764;-0.15799406473137936;-0.05767596004099414;-0.0427523108849739;0.19889704899626723;-0.49679860400574233;0.03816489885269481;7.846104364168646;0;2022-07-01
31;0.08511021576345018;-0.527410050870972;-0.19862454614274913;-0.06933638896478424;-0.03439146515547191;0.21016164328374243;-0.19561346990690262;0.05055125060502548;7.782345669409543;0;2022-08-01
