Year;Month;departement;prix_m2_vente;date
2020;12;71;1495.5730256410257;2020-12-01
2020;12;72;1629.9273186119874;2020-12-01
2020;12;73;3456.979966101695;2020-12-01
2020;12;74;4448.210211864407;2020-12-01
2020;12;75;11735.01113479624;2020-12-01
2020;12;76;2208.281352833638;2020-12-01
2020;12;77;3114.922752902156;2020-12-01
2020;12;78;4454.713686770428;2020-12-01
2020;12;79;1322.151012658228;2020-12-01
2020;12;80;1928.3822289156626;2020-12-01
2020;12;81;1792.9188416988416;2020-12-01
2020;12;82;1830.1765145228214;2020-12-01
2020;12;83;3931.8199431818184;2020-12-01
2020;12;84;2702.874442446043;2020-12-01
2020;12;85;2394.110886850153;2020-12-01
2020;12;86;1461.1946280991735;2020-12-01
2020;12;87;1589.5865317919074;2020-12-01
2020;12;88;1227.803894736842;2020-12-01
2020;12;89;1639.6568613138686;2020-12-01
2020;12;90;1589.1398387096774;2020-12-01
2020;12;91;3336.712282282282;2020-12-01
2020;12;92;7637.0740891840605;2020-12-01
2020;12;93;4709.65585443038;2020-12-01
2020;12;94;5305.511351010101;2020-12-01
2020;12;95;3696.551860795454;2020-12-01
2020;12;97;2820.307023255814;2020-12-01
2020;12;na;3518.480208333333;2020-12-01
2021;1;01;2869.380649038462;2021-01-01
2021;1;02;1297.4006521739132;2021-01-01
2021;1;03;1319.1151829268294;2021-01-01
2021;1;04;2249.640048076923;2021-01-01
2021;1;05;2504.6982352941177;2021-01-01
2021;1;06;5651.97750287687;2021-01-01
2021;1;07;1929.723705179283;2021-01-01
2021;1;08;1263.8442857142857;2021-01-01
2021;1;09;1379.698;2021-01-01
2021;1;10;1758.926574074074;2021-01-01
2021;1;11;1739.6042084942085;2021-01-01
2021;1;12;1579.8390265486726;2021-01-01
2021;1;13;3739.472264618434;2021-01-01
2021;1;14;2810.4045302013424;2021-01-01
2021;1;15;1343.3905319148935;2021-01-01
2021;1;16;1460.8535428571429;2021-01-01
2021;1;17;2979.0786052998606;2021-01-01
2021;1;18;1247.1139830508475;2021-01-01
2021;1;19;1421.7776767676767;2021-01-01
2021;1;20;3774.918813559322;2021-01-01
2021;1;21;2367.833923076923;2021-01-01
2021;1;22;2077.7671748878925;2021-01-01
2021;1;23;995.0988095238096;2021-01-01
2021;1;24;1707.151505681818;2021-01-01
2021;1;25;2104.834;2021-01-01
2021;1;26;2176.131525;2021-01-01
2021;1;27;1956.5828831168833;2021-01-01
2021;1;28;1994.80685340803;2021-01-01
2021;1;29;2129.966923076923;2021-01-01
2021;1;30;2624.13471627907;2021-01-01
2021;1;31;3185.622040030793;2021-01-01
2021;1;32;1571.6205263157894;2021-01-01
2021;1;33;4210.016426545661;2021-01-01
2021;1;34;3427.0954942339376;2021-01-01
2021;1;35;3237.058301435407;2021-01-01
2021;1;36;1155.2544047619047;2021-01-01
2021;1;37;2362.609112903226;2021-01-01
2021;1;38;2676.916913580247;2021-01-01
2021;1;39;1717.0936363636363;2021-01-01
2021;1;40;2898.316262042389;2021-01-01
2021;1;41;1480.4593233082705;2021-01-01
2021;1;42;1673.6492526690392;2021-01-01
2021;1;43;1452.5234146341463;2021-01-01
2021;1;44;3496.592872881356;2021-01-01
2021;1;45;1947.553178694158;2021-01-01
2021;1;46;1656.9503846153846;2021-01-01
2021;1;47;1459.70329004329;2021-01-01
2021;1;48;1199.292857142857;2021-01-01
2021;1;49;2359.1683602771363;2021-01-01
2021;1;50;1806.9935768261964;2021-01-01
2021;1;51;2100.823940677966;2021-01-01
2021;1;52;1077.8255737704917;2021-01-01
2021;1;53;1580.6670588235295;2021-01-01
2021;1;54;1765.286605504587;2021-01-01
2021;1;55;997.834909090909;2021-01-01
2021;1;56;2877.723984375;2021-01-01
2021;1;57;1969.8880266666667;2021-01-01
2021;1;58;1083.3146153846153;2021-01-01
2021;1;59;2230.0993888303474;2021-01-01
2021;1;60;2503.6666564885495;2021-01-01
2021;1;61;1377.5942857142857;2021-01-01
2021;1;62;2189.7288655462185;2021-01-01
2021;1;63;1978.0009540636042;2021-01-01
2021;1;64;3553.0649752475247;2021-01-01
2021;1;65;1486.095982142857;2021-01-01
2021;1;66;2413.234931034483;2021-01-01
2021;1;67;3055.3763269230767;2021-01-01
2021;1;68;2284.3937475345165;2021-01-01
2021;1;69;4527.711533180778;2021-01-01
2021;1;70;1140.240238095238;2021-01-01
2021;1;71;1391.6583333333333;2021-01-01
2021;1;72;1689.3991614906834;2021-01-01
2021;1;73;3524.4663406940067;2021-01-01
2021;1;74;4663.34297;2021-01-01
2021;1;75;11830.866320156174;2021-01-01
2021;1;76;2267.1652713178296;2021-01-01
2021;1;77;3084.567067669173;2021-01-01
2021;1;78;4643.199018450185;2021-01-01
2021;1;79;1328.0779452054794;2021-01-01
2021;1;80;1978.6444736842104;2021-01-01
2021;1;81;1729.7938214285714;2021-01-01
2021;1;82;1672.1622393822395;2021-01-01
2021;1;83;3844.758237122558;2021-01-01
2021;1;84;2578.4591251885367;2021-01-01
2021;1;85;2384.1123886639675;2021-01-01
2021;1;86;1522.1636734693877;2021-01-01
2021;1;87;1541.911694214876;2021-01-01
2021;1;88;1232.3469298245614;2021-01-01
2021;1;89;1587.348511235955;2021-01-01
2021;1;90;1624.5766279069767;2021-01-01
2021;1;91;3393.132894521668;2021-01-01
2021;1;92;8082.619255547602;2021-01-01
2021;1;93;4681.737211350293;2021-01-01
2021;1;94;5296.096848874598;2021-01-01
2021;1;95;3674.6305360561582;2021-01-01
2021;1;97;2869.2788076923075;2021-01-01
2021;1;na;3387.1029512893983;2021-01-01
2021;2;01;3370.928122406639;2021-02-01
2021;2;02;1466.5388929889298;2021-02-01
2021;2;03;1285.21976635514;2021-02-01
2021;2;04;2249.644551282051;2021-02-01
2021;2;05;2874.038046875;2021-02-01
2021;2;06;5600.781154387611;2021-02-01
2021;2;07;1854.083754789272;2021-02-01
2021;2;08;1087.4942622950819;2021-02-01
2021;2;09;1440.288219178082;2021-02-01
2021;2;10;1749.6976470588236;2021-02-01
2021;2;11;1803.7225375626044;2021-02-01
2021;2;12;1516.0432450331125;2021-02-01
2021;2;13;3817.849794927145;2021-02-01
2021;2;14;2995.7871496062994;2021-02-01
2021;2;15;1492.3812621359223;2021-02-01
2021;2;16;1398.4376381909549;2021-02-01
2021;2;17;3039.1794917407874;2021-02-01
2021;2;18;1322.9009289617486;2021-02-01
2021;2;19;1427.487927927928;2021-02-01
2021;2;20;4734.129939577039;2021-02-01
2021;2;21;2470.9587706422017;2021-02-01
2021;2;22;1909.5006024096388;2021-02-01
2021;2;23;870.359761904762;2021-02-01
2021;2;24;1621.9852298850574;2021-02-01
2021;2;25;2069.9380751173708;2021-02-01
2021;2;26;2195.506910569106;2021-02-01
2021;2;27;1942.5442644320299;2021-02-01
2021;2;28;2009.4583813559323;2021-02-01
2021;2;29;2203.7659275053306;2021-02-01
2021;2;30;2276.154522968198;2021-02-01
2021;2;31;3155.077433224756;2021-02-01
2021;2;32;1728.8943169398906;2021-02-01
2021;2;33;4065.885735829433;2021-02-01
2021;2;34;3443.1806932865293;2021-02-01
2021;2;35;3387.8581264637;2021-02-01
2021;2;36;1117.6611764705883;2021-02-01
2021;2;37;2647.3794188861984;2021-02-01
2021;2;38;2945.500308839191;2021-02-01
2021;2;39;1658.1636231884056;2021-02-01
2021;2;40;3258.266415525114;2021-02-01
2021;2;41;1574.263853820598;2021-02-01
2021;2;42;1641.1580479452055;2021-02-01
2021;2;43;1459.5754838709677;2021-02-01
2021;2;44;3599.9811646884277;2021-02-01
2021;2;45;2063.3956873315365;2021-02-01
2021;2;46;1676.8694244604317;2021-02-01
2021;2;47;1505.916775510204;2021-02-01
2021;2;48;1151.155;2021-02-01
2021;2;49;2432.6349464668097;2021-02-01
2021;2;50;1781.2404560260584;2021-02-01
2021;2;51;2162.8372177419355;2021-02-01
2021;2;52;1011.4812698412699;2021-02-01
2021;2;53;1494.3187500000001;2021-02-01
2021;2;54;1987.2803719008264;2021-02-01
2021;2;55;981.2514130434784;2021-02-01
2021;2;56;2722.7365912518853;2021-02-01
2021;2;57;2047.0659016393442;2021-02-01
2021;2;58;1025.4038926174496;2021-02-01
2021;2;59;2267.1979388297873;2021-02-01
2021;2;60;2376.4848737864077;2021-02-01
2021;2;61;1366.4676363636363;2021-02-01
2021;2;62;2160.245607638889;2021-02-01
2021;2;63;1913.7675675675675;2021-02-01
2021;2;64;3895.083117977528;2021-02-01
2021;2;65;1722.8675744680852;2021-02-01
2021;2;66;2407.3536517533253;2021-02-01
2021;2;67;3196.466697080292;2021-02-01
2021;2;68;2346.489923224568;2021-02-01
2021;2;69;4770.068316151203;2021-02-01
2021;2;70;1134.4749090909093;2021-02-01
2021;2;71;1505.5860365853657;2021-02-01
2021;2;72;1756.7874663072778;2021-02-01
2021;2;73;3397.5637673130195;2021-02-01
2021;2;74;4544.277089487402;2021-02-01
2021;2;75;11761.84169831796;2021-02-01
2021;2;76;2241.5534045584045;2021-02-01
2021;2;77;3240.4230623306235;2021-02-01
2021;2;78;4646.119946018894;2021-02-01
2021;2;79;1282.2901010101011;2021-02-01
2021;2;80;1810.740590551181;2021-02-01
2021;2;81;1773.3903235294117;2021-02-01
2021;2;82;1758.22024291498;2021-02-01
2021;2;83;4020.3986044226044;2021-02-01
2021;2;84;2675.0906412213744;2021-02-01
2021;2;85;2374.128741542625;2021-02-01
2021;2;86;1589.6834394904458;2021-02-01
2021;2;87;1684.4970204081633;2021-02-01
2021;2;88;1301.348787878788;2021-02-01
2021;2;89;1495.950716981132;2021-02-01
2021;2;90;1612.2450000000001;2021-02-01
2021;2;91;3377.0899444885013;2021-02-01
2021;2;92;8109.516164978292;2021-02-01
2021;2;93;4698.953145695364;2021-02-01
2021;2;94;5431.288234042554;2021-02-01
2021;2;95;3710.1056891817684;2021-02-01
2021;2;97;2740.4571061093247;2021-02-01
2021;2;na;3444.094490333919;2021-02-01
2021;3;01;3175.027072691552;2021-03-01
2021;3;02;1428.759833729216;2021-03-01
2021;3;03;1282.4326857142858;2021-03-01
2021;3;04;2482.303813559322;2021-03-01
2021;3;05;2637.8321212121214;2021-03-01
2021;3;06;5490.800364850977;2021-03-01
2021;3;07;1859.6903984063745;2021-03-01
2021;3;08;1078.3717910447763;2021-03-01
2021;3;09;1405.1762616822432;2021-03-01
2021;3;10;1643.7962121212122;2021-03-01
2021;3;11;1734.2415740740742;2021-03-01
2021;3;12;1602.8005521472392;2021-03-01
2021;3;13;3788.16439007581;2021-03-01
2021;3;14;2901.185008944544;2021-03-01
2021;3;15;1416.7492647058823;2021-03-01
2021;3;16;1534.4376562500001;2021-03-01
2021;3;17;3013.1728748280607;2021-03-01
2021;3;18;1431.1078640776698;2021-03-01
2021;3;19;1446.5397826086955;2021-03-01
2021;3;20;4532.442519083969;2021-03-01
2021;3;21;2510.7088194444445;2021-03-01
2021;3;22;2022.2733450704225;2021-03-01
2021;3;23;1078.7724390243902;2021-03-01
2021;3;24;1673.4955525606467;2021-03-01
2021;3;25;2174.751187214612;2021-03-01
2021;3;26;2197.413044496487;2021-03-01
2021;3;27;1969.468183856502;2021-03-01
2021;3;28;2060.1140169133196;2021-03-01
2021;3;29;2219.4523387096774;2021-03-01
2021;3;30;2657.765449500555;2021-03-01
2021;3;31;3225.4701593048517;2021-03-01
2021;3;32;1674.0118461538461;2021-03-01
2021;3;33;4118.815555555556;2021-03-01
2021;3;34;3339.28121614968;2021-03-01
2021;3;35;3062.5644164759724;2021-03-01
2021;3;36;1219.3497674418604;2021-03-01
2021;3;37;2433.901516129032;2021-03-01
2021;3;38;2888.7821186440674;2021-03-01
2021;3;39;1690.7678048780488;2021-03-01
2021;3;40;3045.0402826086956;2021-03-01
2021;3;41;1712.0845492839092;2021-03-01
2021;3;42;1775.5483161512027;2021-03-01
2021;3;43;1424.615737704918;2021-03-01
2021;3;44;3534.836071103008;2021-03-01
2021;3;45;2159.626210045662;2021-03-01
2021;3;46;1646.0797701149424;2021-03-01
2021;3;47;1500.6499137931037;2021-03-01
2021;3;48;1403.7536363636364;2021-03-01
2021;3;49;2448.1781329923274;2021-03-01
2021;3;50;1878.2899006622517;2021-03-01
2021;3;51;2171.806885245902;2021-03-01
2021;3;52;894.7551633986928;2021-03-01
2021;3;53;1614.6297142857143;2021-03-01
2021;3;54;1993.8219512195124;2021-03-01
2021;3;55;967.1153488372092;2021-03-01
2021;3;56;3006.6422113502936;2021-03-01
2021;3;57;2030.1966233766232;2021-03-01
2021;3;58;1014.1567123287672;2021-03-01
2021;3;59;2375.613337837838;2021-03-01
2021;3;60;2391.423874538745;2021-03-01
2021;3;61;1380.637043478261;2021-03-01
2021;3;62;2022.5161167002013;2021-03-01
2021;3;63;1982.3326443768995;2021-03-01
2021;3;64;3787.9355507246373;2021-03-01
2021;3;65;1640.9221656050956;2021-03-01
2021;3;66;2335.3036697247708;2021-03-01
2021;3;67;3090.028534136546;2021-03-01
2021;3;68;2350.4073085846867;2021-03-01
2021;3;69;4633.6919282814615;2021-03-01
2021;3;70;1332.406857142857;2021-03-01
2021;3;71;1429.0533942558745;2021-03-01
2021;3;72;1726.722334384858;2021-03-01
2021;3;73;3257.874166666667;2021-03-01
2021;3;74;4434.835465328467;2021-03-01
2021;3;75;11735.555160123966;2021-03-01
2021;3;76;2288.5293993506493;2021-03-01
2021;3;77;3178.0886049723754;2021-03-01
2021;3;78;4719.570186294079;2021-03-01
2021;3;79;1408.701582733813;2021-03-01
2021;3;80;1873.1200000000001;2021-03-01
2021;3;81;1723.9145384615385;2021-03-01
2021;3;82;1846.2447478991596;2021-03-01
2021;3;83;4098.455171858217;2021-03-01
2021;3;84;2728.266070234114;2021-03-01
2021;3;85;2365.8205454545455;2021-03-01
2021;3;86;1424.628492063492;2021-03-01
2021;3;87;1682.4344888888888;2021-03-01
2021;3;88;1297.3649253731344;2021-03-01
2021;3;89;1475.7276515151514;2021-03-01
2021;3;90;1549.2235922330096;2021-03-01
2021;3;91;3488.7067803660566;2021-03-01
2021;3;92;7981.814488828707;2021-03-01
2021;3;93;4806.887243523316;2021-03-01
2021;3;94;5509.7237323943655;2021-03-01
2021;3;95;3697.2089138998313;2021-03-01
2021;3;97;2859.5808;2021-03-01
2021;3;na;3407.8719060773483;2021-03-01
2021;4;01;3013.701096006797;2021-04-01
2021;4;02;1495.9580347826086;2021-04-01
2021;4;03;1422.0012000000002;2021-04-01
2021;4;04;2293.9036410256413;2021-04-01
2021;4;05;2580.4750000000004;2021-04-01
2021;4;06;5468.381336787565;2021-04-01
2021;4;07;1820.3792182410425;2021-04-01
2021;4;08;1142.1583333333333;2021-04-01
2021;4;09;1372.5605521472392;2021-04-01
2021;4;10;1715.020729613734;2021-04-01
2021;4;11;1763.066023222061;2021-04-01
2021;4;12;1616.862191780822;2021-04-01
2021;4;13;3817.314402079723;2021-04-01
2021;4;14;2872.243708439898;2021-04-01
2021;4;15;1266.5564556962026;2021-04-01
2021;4;16;1468.114880952381;2021-04-01
2021;4;17;2986.3564994165695;2021-04-01
2021;4;18;1345.3248815165875;2021-04-01
2021;4;19;1415.168;2021-04-01
2021;4;20;4121.8035947712415;2021-04-01
2021;4;21;2421.1220911949686;2021-04-01
2021;4;22;1966.841755725191;2021-04-01
2021;4;23;872.0034146341463;2021-04-01
2021;4;24;1703.5789330024813;2021-04-01
2021;4;25;2041.0088764044945;2021-04-01
2021;4;26;2329.510288248337;2021-04-01
2021;4;27;1942.2887348353554;2021-04-01
2021;4;28;2057.2483578219535;2021-04-01
2021;4;29;2249.404346895075;2021-04-01
2021;4;30;2510.686424116424;2021-04-01
2021;4;31;3118.6137220708447;2021-04-01
2021;4;32;1716.6893975903613;2021-04-01
2021;4;33;4075.941844005778;2021-04-01
2021;4;34;3593.501411901984;2021-04-01
2021;4;35;3343.605678119349;2021-04-01
2021;4;36;1214.363120567376;2021-04-01
2021;4;37;2536.7563122171946;2021-04-01
2021;4;38;2661.782821917808;2021-04-01
2021;4;39;1675.9925899280577;2021-04-01
2021;4;40;3104.3571512770136;2021-04-01
2021;4;41;1630.304328358209;2021-04-01
2021;4;42;1707.1809375;2021-04-01
2021;4;43;1383.0584375;2021-04-01
2021;4;44;3618.225518188058;2021-04-01
2021;4;45;2156.2853391959798;2021-04-01
2021;4;46;1668.6929457364342;2021-04-01
2021;4;47;1531.1288759689924;2021-04-01
2021;4;48;1388.3533333333335;2021-04-01
2021;4;49;2490.6555;2021-04-01
2021;4;50;1936.0482584269664;2021-04-01
2021;4;51;2153.512658610272;2021-04-01
2021;4;52;927.2095999999999;2021-04-01
2021;4;53;1594.5256953642383;2021-04-01
2021;4;54;2063.6392603550294;2021-04-01
2021;4;55;1014.7987931034484;2021-04-01
2021;4;56;2946.9412376237624;2021-04-01
2021;4;57;2050.6315973377705;2021-04-01
2021;4;58;1066.0977358490566;2021-04-01
2021;4;59;2282.788021505376;2021-04-01
2021;4;60;2526.416090750436;2021-04-01
2021;4;61;1459.397281105991;2021-04-01
2021;4;62;2106.9454325259517;2021-04-01
2021;4;63;1876.9098742138365;2021-04-01
2021;4;64;3966.433202846975;2021-04-01
2021;4;65;1603.9592307692308;2021-04-01
2021;4;66;2403.07577593361;2021-04-01
2021;4;67;3078.126443418014;2021-04-01
2021;4;68;2405.0668676470586;2021-04-01
2021;4;69;4614.221384963256;2021-04-01
2021;4;70;1237.041496062992;2021-04-01
2021;4;71;1561.6790537084398;2021-04-01
2021;4;72;1690.830909090909;2021-04-01
2021;4;73;3448.9878529411767;2021-04-01
2021;4;74;4427.911229428848;2021-04-01
2021;4;75;11618.845171480143;2021-04-01
2021;4;76;2224.8134078807243;2021-04-01
2021;4;77;3183.2099182389934;2021-04-01
2021;4;78;4647.264633885623;2021-04-01
2021;4;79;1424.3156363636363;2021-04-01
2021;4;80;1944.383307984791;2021-04-01
2021;4;81;1876.5908484848485;2021-04-01
2021;4;82;1886.3334161490682;2021-04-01
2021;4;83;4095.2847414589105;2021-04-01
2021;4;84;2762.913521505376;2021-04-01
2021;4;85;2441.403356741573;2021-04-01
2021;4;86;1512.4141011235956;2021-04-01
2021;4;87;1795.2058241758243;2021-04-01
2021;4;88;1442.5618300653593;2021-04-01
2021;4;89;1592.6986854460094;2021-04-01
2021;4;90;1706.6532110091744;2021-04-01
2021;4;91;3467.290141025641;2021-04-01
2021;4;92;7961.71320945946;2021-04-01
2021;4;93;4750.100401746725;2021-04-01
2021;4;94;5497.353091962346;2021-04-01
2021;4;95;3751.79151558753;2021-04-01
2021;4;97;2962.030634441088;2021-04-01
2021;4;na;3343.989714058777;2021-04-01
2021;5;01;3059.1934877384197;2021-05-01
2021;5;02;1442.9196505376344;2021-05-01
2021;5;03;1416.5666049382717;2021-05-01
2021;5;04;2388.6565217391303;2021-05-01
2021;5;05;2540.5477450980393;2021-05-01
2021;5;06;5438.966653340948;2021-05-01
2021;5;07;1746.4171615720525;2021-05-01
2021;5;08;1219.74625;2021-05-01
2021;5;09;1616.5466141732284;2021-05-01
2021;5;10;1727.5832258064515;2021-05-01
2021;5;11;1863.9516783216784;2021-05-01
2021;5;12;1540.2111764705883;2021-05-01
2021;5;13;3924.776375186846;2021-05-01
2021;5;14;2959.747216;2021-05-01
2021;5;15;1349.5223999999998;2021-05-01
2021;5;16;1466.7661963190185;2021-05-01
2021;5;17;3084.806100917431;2021-05-01
2021;5;18;1269.2014166666668;2021-05-01
2021;5;19;1447.031011235955;2021-05-01
2021;5;20;4332.172320261438;2021-05-01
2021;5;21;2372.5303673469384;2021-05-01
2021;5;22;2142.2727441860466;2021-05-01
2021;5;23;823.9158064516129;2021-05-01
2021;5;24;1616.6197087378641;2021-05-01
2021;5;25;2135.42645;2021-05-01
2021;5;26;2337.3674104683196;2021-05-01
2021;5;27;2053.203054755043;2021-05-01
2021;5;28;2129.37463312369;2021-05-01
2021;5;29;2263.129504373178;2021-05-01
2021;5;30;2560.664429090909;2021-05-01
2021;5;31;3296.3331464435146;2021-05-01
2021;5;32;1834.881542857143;2021-05-01
2021;5;33;4030.7429942784493;2021-05-01
2021;5;34;3413.5445649651974;2021-05-01
2021;5;35;3415.185104166667;2021-05-01
2021;5;36;1169.7071;2021-05-01
2021;5;37;2642.0679447852763;2021-05-01
2021;5;38;2679.7860268456375;2021-05-01
2021;5;39;1558.4333333333334;2021-05-01
2021;5;40;3188.507266009852;2021-05-01
2021;5;41;1605.7795207667732;2021-05-01
2021;5;42;1734.0957142857142;2021-05-01
2021;5;43;1363.48;2021-05-01
2021;5;44;3649.0591666666664;2021-05-01
2021;5;45;2171.7159310344828;2021-05-01
2021;5;46;1695.5883582089552;2021-05-01
2021;5;47;1545.01675;2021-05-01
2021;5;48;1477.357142857143;2021-05-01
2021;5;49;2486.3523724489796;2021-05-01
2021;5;50;2056.6966129032257;2021-05-01
2021;5;51;2191.0134399999997;2021-05-01
2021;5;52;1103.58525;2021-05-01
2021;5;53;1786.3557352941177;2021-05-01
2021;5;54;2051.2926484018267;2021-05-01
2021;5;55;1001.2679646017699;2021-05-01
2021;5;56;2980.791715976331;2021-05-01
2021;5;57;2194.1823926380366;2021-05-01
2021;5;58;1022.8640196078431;2021-05-01
2021;5;59;2391.773032069971;2021-05-01
2021;5;60;2426.0174368231046;2021-05-01
2021;5;61;1479.91624;2021-05-01
2021;5;62;2024.6461952191235;2021-05-01
2021;5;63;1885.5059917355372;2021-05-01
2021;5;64;3715.7161804511275;2021-05-01
2021;5;65;1845.02096;2021-05-01
2021;5;66;2490.634361078546;2021-05-01
2021;5;67;3168.914476386037;2021-05-01
2021;5;68;2436.400593824228;2021-05-01
2021;5;69;4710.035064047822;2021-05-01
2021;5;70;1314.5064285714286;2021-05-01
2021;5;71;1514.659149659864;2021-05-01
2021;5;72;1726.9532627118642;2021-05-01
2021;5;73;3402.202721311475;2021-05-01
2021;5;74;4428.253230563003;2021-05-01
2021;5;75;11660.729387296233;2021-05-01
2021;5;76;2247.1177077363895;2021-05-01
2021;5;77;3198.9912121212124;2021-05-01
2021;5;78;4756.877599150142;2021-05-01
2021;5;79;1389.0347967479674;2021-05-01
2021;5;80;1889.044431372549;2021-05-01
2021;5;81;1834.872037037037;2021-05-01
2021;5;82;1914.5212653061226;2021-05-01
2021;5;83;4066.7079824561406;2021-05-01
2021;5;84;2723.534280821918;2021-05-01
2021;5;85;2662.119858299595;2021-05-01
2021;5;86;1692.8928695652173;2021-05-01
2021;5;87;1544.168679245283;2021-05-01
2021;5;88;1292.3534939759036;2021-05-01
2021;5;89;1454.518393442623;2021-05-01
2021;5;90;1567.2214285714285;2021-05-01
2021;5;91;3527.0323400525854;2021-05-01
2021;5;92;8026.292386706948;2021-05-01
2021;5;93;4807.2538055222085;2021-05-01
2021;5;94;5532.913150224215;2021-05-01
2021;5;95;3746.619498018494;2021-05-01
2021;5;97;2936.028;2021-05-01
2021;5;na;3396.0398748577927;2021-05-01
2021;6;01;3103.3041865284977;2021-06-01
2021;6;02;1504.8695440251572;2021-06-01
2021;6;03;1452.8557731958763;2021-06-01
2021;6;04;2160.0455555555554;2021-06-01
2021;6;05;2620.7505594405598;2021-06-01
2021;6;06;5448.491307189543;2021-06-01
2021;6;07;1846.514657980456;2021-06-01
2021;6;08;1073.5812727272728;2021-06-01
2021;6;09;1346.6771022727273;2021-06-01
2021;6;10;1830.5380952380951;2021-06-01
2021;6;11;1870.7280952380952;2021-06-01
2021;6;12;1559.2013173652695;2021-06-01
2021;6;13;3673.4585294117646;2021-06-01
2021;6;14;2956.6737270341205;2021-06-01
2021;6;15;1423.577;2021-06-01
2021;6;16;1429.5531560283687;2021-06-01
2021;6;17;2993.066585635359;2021-06-01
2021;6;18;1337.4318283582088;2021-06-01
2021;6;19;1528.1918652849743;2021-06-01
2021;6;20;4069.4117299578056;2021-06-01
2021;6;21;2392.699376053963;2021-06-01
2021;6;22;2314.8559278350513;2021-06-01
2021;6;23;894.5698666666667;2021-06-01
2021;6;24;1593.9984331797234;2021-06-01
2021;6;25;2147.182839116719;2021-06-01
2021;6;26;2304.305202702703;2021-06-01
2021;6;27;2027.6182352941178;2021-06-01
2021;6;28;2025.727517123288;2021-06-01
2021;6;29;2214.2422479338843;2021-06-01
2021;6;30;2433.811223671013;2021-06-01
2021;6;31;3233.860624187256;2021-06-01
2021;6;32;1873.8682999999999;2021-06-01
2021;6;33;4035.980488984417;2021-06-01
2021;6;34;3580.352251893185;2021-06-01
2021;6;35;3238.444778597786;2021-06-01
2021;6;36;1190.185197740113;2021-06-01
2021;6;37;2408.1185714285716;2021-06-01
2021;6;38;2778.17048828125;2021-06-01
2021;6;39;1498.5048031496062;2021-06-01
2021;6;40;3190.2244311377244;2021-06-01
2021;6;41;1573.1837333333333;2021-06-01
2021;6;42;1663.4481764705884;2021-06-01
2021;6;43;1399.3537362637362;2021-06-01
2021;6;44;3594.8396809986134;2021-06-01
2021;6;45;2159.8472503419976;2021-06-01
2021;6;46;1686.6799305555555;2021-06-01
2021;6;47;1500.2413698630137;2021-06-01
2021;6;48;1341.6116666666667;2021-06-01
2021;6;49;2359.2311636363634;2021-06-01
2021;6;50;1926.8714460784315;2021-06-01
2021;6;51;2267.5847204968945;2021-06-01
2021;6;52;1000.9291452991453;2021-06-01
2021;6;53;1592.1309589041095;2021-06-01
2021;6;54;1980.3609029345373;2021-06-01
2021;6;55;1069.592;2021-06-01
2021;6;56;2978.9311627906977;2021-06-01
2021;6;57;2065.4828748280606;2021-06-01
2021;6;58;1068.9693641618499;2021-06-01
2021;6;59;2250.216800748363;2021-06-01
2021;6;60;2459.542453900709;2021-06-01
2021;6;61;1386.1727868852458;2021-06-01
2021;6;62;2076.8286756756756;2021-06-01
2021;6;63;1973.8172067039109;2021-06-01
2021;6;64;3874.6490140845067;2021-06-01
2021;6;65;1740.841195652174;2021-06-01
2021;6;66;2404.022615558061;2021-06-01
2021;6;67;3194.5839032258064;2021-06-01
2021;6;68;2333.1847861842107;2021-06-01
2021;6;69;4592.470776081424;2021-06-01
2021;6;70;1207.6572307692309;2021-06-01
2021;6;71;1521.7276225490195;2021-06-01
2021;6;72;1697.3730496453902;2021-06-01
2021;6;73;3349.8024451410656;2021-06-01
2021;6;74;4490.170726846424;2021-06-01
2021;6;75;11635.549460154241;2021-06-01
2021;6;76;2252.059163591636;2021-06-01
2021;6;77;3142.239753593429;2021-06-01
2021;6;78;4780.3478000000005;2021-06-01
2021;6;79;1389.4886010362693;2021-06-01
2021;6;80;1967.4970294117647;2021-06-01
2021;6;81;1697.8495584988962;2021-06-01
2021;6;82;1813.0855813953488;2021-06-01
2021;6;83;4036.1260420650096;2021-06-01
2021;6;84;2762.3357839721252;2021-06-01
2021;6;85;2524.2274335106385;2021-06-01
2021;6;86;1637.5947876447876;2021-06-01
2021;6;87;1628.107559322034;2021-06-01
2021;6;88;1471.0212068965518;2021-06-01
2021;6;89;1535.8321666666666;2021-06-01
2021;6;90;1542.8560902255638;2021-06-01
2021;6;91;3554.7313025780195;2021-06-01
2021;6;92;7928.251976495726;2021-06-01
2021;6;93;4718.934029438822;2021-06-01
2021;6;94;5597.62237944664;2021-06-01
2021;6;95;3745.667907477138;2021-06-01
2021;6;97;2832.0245686900957;2021-06-01
2021;6;na;3329.2914023372286;2021-06-01
2021;7;01;3309.3767816091954;2021-07-01
2021;7;02;1429.3643907563023;2021-07-01
2021;7;03;1370.4859788359788;2021-07-01
2021;7;04;2543.0039444444446;2021-07-01
2021;7;05;2578.585392156863;2021-07-01
2021;7;06;5736.903497316637;2021-07-01
2021;7;07;1928.3106603773583;2021-07-01
2021;7;08;1167.3363333333332;2021-07-01
2021;7;09;1429.244435483871;2021-07-01
2021;7;10;1736.5723076923075;2021-07-01
2021;7;11;1875.3589898989899;2021-07-01
2021;7;12;1506.9634108527132;2021-07-01
